Species,Day elapsed,Colony,N fragment,Bleached fragments,Healthy fragments,Fragment ID,Fragment #,status
A. digitifera,0,ADIG28,8,0,8,ADIG28_6,6,1
A. digitifera,0,ADIG28,8,0,8,ADIG28_7,7,1
A. digitifera,0,ADIG28,8,0,8,ADIG28_8,8,1
A. digitifera,0,ADIG29,8,0,8,ADIG29_1,1,1
A. digitifera,0,ADIG29,8,0,8,ADIG29_2,2,1
A. digitifera,0,ADIG29,8,0,8,ADIG29_3,3,1
A. digitifera,0,ADIG29,8,0,8,ADIG29_4,4,1
A. digitifera,0,ADIG29,8,0,8,ADIG29_5,5,1
A. digitifera,0,ADIG29,8,0,8,ADIG29_6,6,1
A. digitifera,0,ADIG29,8,0,8,ADIG29_7,7,1
A. digitifera,0,ADIG29,8,0,8,ADIG29_8,8,1
A. digitifera,0,ADIG30,8,0,8,ADIG30_1,1,1
A. digitifera,0,ADIG30,8,0,8,ADIG30_2,2,1
A. digitifera,0,ADIG30,8,0,8,ADIG30_3,3,1
A. digitifera,0,ADIG30,8,0,8,ADIG30_4,4,1
A. digitifera,0,ADIG30,8,0,8,ADIG30_5,5,1
A. digitifera,0,ADIG30,8,0,8,ADIG30_6,6,1
A. digitifera,0,ADIG30,8,0,8,ADIG30_7,7,1
A. digitifera,0,ADIG30,8,0,8,ADIG30_8,8,1
A. digitifera,0,ADIG31,8,0,8,ADIG31_1,1,1
A. digitifera,0,ADIG31,8,0,8,ADIG31_2,2,1
A. digitifera,0,ADIG31,8,0,8,ADIG31_3,3,1
A. digitifera,0,ADIG31,8,0,8,ADIG31_4,4,1
A. digitifera,0,ADIG31,8,0,8,ADIG31_5,5,1
A. digitifera,0,ADIG31,8,0,8,ADIG31_6,6,1
A. digitifera,0,ADIG31,8,0,8,ADIG31_7,7,1
A. digitifera,0,ADIG31,8,0,8,ADIG31_8,8,1
A. digitifera,0,ADIG32,8,0,8,ADIG32_1,1,1
A. digitifera,0,ADIG32,8,0,8,ADIG32_2,2,1
A. digitifera,0,ADIG32,8,0,8,ADIG32_3,3,1
A. digitifera,0,ADIG32,8,0,8,ADIG32_4,4,1
A. digitifera,0,ADIG32,8,0,8,ADIG32_5,5,1
A. digitifera,0,ADIG32,8,0,8,ADIG32_6,6,1
A. digitifera,0,ADIG32,8,0,8,ADIG32_7,7,1
A. digitifera,0,ADIG32,8,0,8,ADIG32_8,8,1
A. digitifera,0,ADIG33,8,0,8,ADIG33_1,1,1
A. digitifera,0,ADIG33,8,0,8,ADIG33_2,2,1
A. digitifera,0,ADIG33,8,0,8,ADIG33_3,3,1
A. digitifera,0,ADIG33,8,0,8,ADIG33_4,4,1
A. digitifera,0,ADIG33,8,0,8,ADIG33_5,5,1
A. digitifera,0,ADIG33,8,0,8,ADIG33_6,6,1
A. digitifera,0,ADIG33,8,0,8,ADIG33_7,7,1
A. digitifera,0,ADIG33,8,0,8,ADIG33_8,8,1
A. digitifera,0,ADIG34,8,0,8,ADIG34_1,1,1
A. digitifera,0,ADIG34,8,0,8,ADIG34_2,2,1
A. digitifera,0,ADIG34,8,0,8,ADIG34_3,3,1
A. digitifera,0,ADIG34,8,0,8,ADIG34_4,4,1
A. digitifera,0,ADIG34,8,0,8,ADIG34_5,5,1
A. digitifera,0,ADIG34,8,0,8,ADIG34_6,6,1
A. digitifera,0,ADIG34,8,0,8,ADIG34_7,7,1
A. digitifera,0,ADIG34,8,0,8,ADIG34_8,8,1
A. digitifera,0,ADIG35,8,0,8,ADIG35_1,1,1
A. digitifera,0,ADIG35,8,0,8,ADIG35_2,2,1
A. digitifera,0,ADIG35,8,0,8,ADIG35_3,3,1
A. digitifera,0,ADIG35,8,0,8,ADIG35_4,4,1
A. digitifera,0,ADIG35,8,0,8,ADIG35_5,5,1
A. digitifera,0,ADIG35,8,0,8,ADIG35_6,6,1
A. digitifera,0,ADIG35,8,0,8,ADIG35_7,7,1
A. digitifera,0,ADIG35,8,0,8,ADIG35_8,8,1
A. digitifera,0,ADIG36,8,0,8,ADIG36_1,1,1
A. digitifera,0,ADIG36,8,0,8,ADIG36_2,2,1
A. digitifera,0,ADIG36,8,0,8,ADIG36_3,3,1
A. digitifera,0,ADIG36,8,0,8,ADIG36_4,4,1
A. digitifera,0,ADIG36,8,0,8,ADIG36_5,5,1
A. digitifera,0,ADIG36,8,0,8,ADIG36_6,6,1
A. digitifera,0,ADIG36,8,0,8,ADIG36_7,7,1
A. digitifera,0,ADIG36,8,0,8,ADIG36_8,8,1
A. digitifera,0,ADIG37,8,0,8,ADIG37_1,1,1
A. digitifera,0,ADIG37,8,0,8,ADIG37_2,2,1
A. digitifera,0,ADIG37,8,0,8,ADIG37_3,3,1
A. digitifera,0,ADIG37,8,0,8,ADIG37_4,4,1
A. digitifera,0,ADIG37,8,0,8,ADIG37_5,5,1
A. digitifera,0,ADIG37,8,0,8,ADIG37_6,6,1
A. digitifera,0,ADIG37,8,0,8,ADIG37_7,7,1
A. digitifera,0,ADIG37,8,0,8,ADIG37_8,8,1
A. digitifera,0,ADIG38,8,0,8,ADIG38_1,1,1
A. digitifera,0,ADIG38,8,0,8,ADIG38_2,2,1
A. digitifera,0,ADIG38,8,0,8,ADIG38_3,3,1
A. digitifera,0,ADIG38,8,0,8,ADIG38_4,4,1
A. digitifera,0,ADIG38,8,0,8,ADIG38_5,5,1
A. digitifera,0,ADIG38,8,0,8,ADIG38_6,6,1
A. digitifera,0,ADIG38,8,0,8,ADIG38_7,7,1
A. digitifera,0,ADIG38,8,0,8,ADIG38_8,8,1
A. digitifera,0,ADIG39,8,0,8,ADIG39_1,1,1
A. digitifera,0,ADIG39,8,0,8,ADIG39_2,2,1
A. digitifera,0,ADIG39,8,0,8,ADIG39_3,3,1
A. digitifera,0,ADIG39,8,0,8,ADIG39_4,4,1
A. digitifera,0,ADIG39,8,0,8,ADIG39_5,5,1
A. digitifera,0,ADIG39,8,0,8,ADIG39_6,6,1
A. digitifera,0,ADIG39,8,0,8,ADIG39_7,7,1
A. digitifera,0,ADIG39,8,0,8,ADIG39_8,8,1
A. digitifera,0,ADIG40,8,0,8,ADIG40_1,1,1
A. digitifera,0,ADIG40,8,0,8,ADIG40_2,2,1
A. digitifera,0,ADIG40,8,0,8,ADIG40_3,3,1
A. digitifera,0,ADIG40,8,0,8,ADIG40_4,4,1
A. digitifera,0,ADIG40,8,0,8,ADIG40_5,5,1
A. digitifera,0,ADIG40,8,0,8,ADIG40_6,6,1
A. digitifera,0,ADIG40,8,0,8,ADIG40_7,7,1
A. digitifera,0,ADIG40,8,0,8,ADIG40_8,8,1
A. digitifera,1,ADIG01,8,0,8,ADIG01_1,1,1
A. digitifera,1,ADIG01,8,0,8,ADIG01_2,2,1
A. digitifera,1,ADIG01,8,0,8,ADIG01_3,3,1
A. digitifera,1,ADIG01,8,0,8,ADIG01_4,4,1
A. digitifera,1,ADIG01,8,0,8,ADIG01_5,5,1
A. digitifera,1,ADIG01,8,0,8,ADIG01_6,6,1
A. digitifera,1,ADIG01,8,0,8,ADIG01_7,7,1
A. digitifera,1,ADIG01,8,0,8,ADIG01_8,8,1
A. digitifera,1,ADIG02,8,0,8,ADIG02_1,1,1
A. digitifera,1,ADIG02,8,0,8,ADIG02_2,2,1
A. digitifera,1,ADIG02,8,0,8,ADIG02_3,3,1
A. digitifera,1,ADIG02,8,0,8,ADIG02_4,4,1
A. digitifera,1,ADIG02,8,0,8,ADIG02_5,5,1
A. digitifera,1,ADIG02,8,0,8,ADIG02_6,6,1
A. digitifera,1,ADIG02,8,0,8,ADIG02_7,7,1
A. digitifera,1,ADIG02,8,0,8,ADIG02_8,8,1
A. digitifera,1,ADIG03,8,0,8,ADIG03_1,1,1
A. digitifera,1,ADIG03,8,0,8,ADIG03_2,2,1
A. digitifera,1,ADIG03,8,0,8,ADIG03_3,3,1
A. digitifera,1,ADIG03,8,0,8,ADIG03_4,4,1
A. digitifera,1,ADIG03,8,0,8,ADIG03_5,5,1
A. digitifera,1,ADIG03,8,0,8,ADIG03_6,6,1
A. digitifera,1,ADIG03,8,0,8,ADIG03_7,7,1
A. digitifera,1,ADIG03,8,0,8,ADIG03_8,8,1
A. digitifera,1,ADIG04,7,0,7,ADIG04_1,1,1
A. digitifera,1,ADIG04,7,0,7,ADIG04_2,2,1
A. digitifera,1,ADIG04,7,0,7,ADIG04_3,3,1
A. digitifera,1,ADIG04,7,0,7,ADIG04_4,4,1
A. digitifera,1,ADIG04,7,0,7,ADIG04_5,5,1
A. digitifera,1,ADIG04,7,0,7,ADIG04_6,6,1
A. digitifera,1,ADIG04,7,0,7,ADIG04_7,7,1
A. digitifera,1,ADIG05,8,0,8,ADIG05_1,1,1
A. digitifera,1,ADIG05,8,0,8,ADIG05_2,2,1
A. digitifera,1,ADIG05,8,0,8,ADIG05_3,3,1
A. digitifera,1,ADIG05,8,0,8,ADIG05_4,4,1
A. digitifera,1,ADIG05,8,0,8,ADIG05_5,5,1
A. digitifera,1,ADIG05,8,0,8,ADIG05_6,6,1
A. digitifera,1,ADIG05,8,0,8,ADIG05_7,7,1
A. digitifera,1,ADIG05,8,0,8,ADIG05_8,8,1
A. digitifera,1,ADIG06,8,0,8,ADIG06_1,1,1
A. digitifera,1,ADIG06,8,0,8,ADIG06_2,2,1
A. digitifera,1,ADIG06,8,0,8,ADIG06_3,3,1
A. digitifera,1,ADIG06,8,0,8,ADIG06_4,4,1
A. digitifera,1,ADIG06,8,0,8,ADIG06_5,5,1
A. digitifera,1,ADIG06,8,0,8,ADIG06_6,6,1
A. digitifera,1,ADIG06,8,0,8,ADIG06_7,7,1
A. digitifera,1,ADIG06,8,0,8,ADIG06_8,8,1
A. digitifera,1,ADIG07,7,0,7,ADIG07_1,1,1
A. digitifera,1,ADIG07,7,0,7,ADIG07_2,2,1
A. digitifera,1,ADIG07,7,0,7,ADIG07_3,3,1
A. digitifera,1,ADIG07,7,0,7,ADIG07_4,4,1
A. digitifera,1,ADIG07,7,0,7,ADIG07_5,5,1
A. digitifera,1,ADIG07,7,0,7,ADIG07_6,6,1
A. digitifera,1,ADIG07,7,0,7,ADIG07_7,7,1
A. digitifera,1,ADIG08,8,0,8,ADIG08_1,1,1
A. digitifera,1,ADIG08,8,0,8,ADIG08_2,2,1
A. digitifera,1,ADIG08,8,0,8,ADIG08_3,3,1
A. digitifera,1,ADIG08,8,0,8,ADIG08_4,4,1
A. digitifera,1,ADIG08,8,0,8,ADIG08_5,5,1
A. digitifera,1,ADIG08,8,0,8,ADIG08_6,6,1
A. digitifera,1,ADIG08,8,0,8,ADIG08_7,7,1
A. digitifera,1,ADIG08,8,0,8,ADIG08_8,8,1
A. digitifera,1,ADIG09,8,0,8,ADIG09_1,1,1
A. digitifera,1,ADIG09,8,0,8,ADIG09_2,2,1
A. digitifera,1,ADIG09,8,0,8,ADIG09_3,3,1
A. digitifera,1,ADIG09,8,0,8,ADIG09_4,4,1
A. digitifera,1,ADIG09,8,0,8,ADIG09_5,5,1
A. digitifera,1,ADIG09,8,0,8,ADIG09_6,6,1
A. digitifera,1,ADIG09,8,0,8,ADIG09_7,7,1
A. digitifera,1,ADIG09,8,0,8,ADIG09_8,8,1
A. digitifera,1,ADIG10,8,0,8,ADIG10_1,1,1
A. digitifera,1,ADIG10,8,0,8,ADIG10_2,2,1
A. digitifera,1,ADIG10,8,0,8,ADIG10_3,3,1
A. digitifera,1,ADIG10,8,0,8,ADIG10_4,4,1
A. digitifera,1,ADIG10,8,0,8,ADIG10_5,5,1
A. digitifera,1,ADIG10,8,0,8,ADIG10_6,6,1
A. digitifera,1,ADIG10,8,0,8,ADIG10_7,7,1
A. digitifera,1,ADIG10,8,0,8,ADIG10_8,8,1
A. digitifera,1,ADIG11,8,0,8,ADIG11_1,1,1
A. digitifera,1,ADIG11,8,0,8,ADIG11_2,2,1
A. digitifera,1,ADIG11,8,0,8,ADIG11_3,3,1
A. digitifera,1,ADIG11,8,0,8,ADIG11_4,4,1
A. digitifera,1,ADIG11,8,0,8,ADIG11_5,5,1
A. digitifera,1,ADIG11,8,0,8,ADIG11_6,6,1
A. digitifera,1,ADIG11,8,0,8,ADIG11_7,7,1
A. digitifera,1,ADIG11,8,0,8,ADIG11_8,8,1
A. digitifera,1,ADIG12,8,0,8,ADIG12_1,1,1
A. digitifera,1,ADIG12,8,0,8,ADIG12_2,2,1
A. digitifera,1,ADIG12,8,0,8,ADIG12_3,3,1
A. digitifera,1,ADIG12,8,0,8,ADIG12_4,4,1
A. digitifera,1,ADIG12,8,0,8,ADIG12_5,5,1
A. digitifera,1,ADIG12,8,0,8,ADIG12_6,6,1
A. digitifera,1,ADIG12,8,0,8,ADIG12_7,7,1
A. digitifera,1,ADIG12,8,0,8,ADIG12_8,8,1
A. digitifera,1,ADIG13,8,0,8,ADIG13_1,1,1
A. digitifera,1,ADIG13,8,0,8,ADIG13_2,2,1
A. digitifera,1,ADIG13,8,0,8,ADIG13_3,3,1
A. digitifera,1,ADIG13,8,0,8,ADIG13_4,4,1
A. digitifera,1,ADIG13,8,0,8,ADIG13_5,5,1
A. digitifera,1,ADIG13,8,0,8,ADIG13_6,6,1
A. digitifera,1,ADIG13,8,0,8,ADIG13_7,7,1
A. digitifera,1,ADIG13,8,0,8,ADIG13_8,8,1
A. digitifera,1,ADIG14,8,0,8,ADIG14_1,1,1
A. digitifera,1,ADIG14,8,0,8,ADIG14_2,2,1
A. digitifera,1,ADIG14,8,0,8,ADIG14_3,3,1
A. digitifera,1,ADIG14,8,0,8,ADIG14_4,4,1
A. digitifera,1,ADIG14,8,0,8,ADIG14_5,5,1
A. digitifera,1,ADIG14,8,0,8,ADIG14_6,6,1
A. digitifera,1,ADIG14,8,0,8,ADIG14_7,7,1
A. digitifera,1,ADIG14,8,0,8,ADIG14_8,8,1
A. digitifera,1,ADIG15,8,0,8,ADIG15_1,1,1
A. digitifera,1,ADIG15,8,0,8,ADIG15_2,2,1
A. digitifera,1,ADIG15,8,0,8,ADIG15_3,3,1
A. digitifera,1,ADIG15,8,0,8,ADIG15_4,4,1
A. digitifera,1,ADIG15,8,0,8,ADIG15_5,5,1
A. digitifera,1,ADIG15,8,0,8,ADIG15_6,6,1
A. digitifera,1,ADIG15,8,0,8,ADIG15_7,7,1
A. digitifera,1,ADIG15,8,0,8,ADIG15_8,8,1
A. digitifera,1,ADIG16,8,0,8,ADIG16_1,1,1
A. digitifera,1,ADIG16,8,0,8,ADIG16_2,2,1
A. digitifera,1,ADIG16,8,0,8,ADIG16_3,3,1
A. digitifera,1,ADIG16,8,0,8,ADIG16_4,4,1
A. digitifera,1,ADIG16,8,0,8,ADIG16_5,5,1
A. digitifera,1,ADIG16,8,0,8,ADIG16_6,6,1
A. digitifera,1,ADIG16,8,0,8,ADIG16_7,7,1
A. digitifera,1,ADIG16,8,0,8,ADIG16_8,8,1
A. digitifera,1,ADIG17,8,0,8,ADIG17_1,1,1
A. digitifera,1,ADIG17,8,0,8,ADIG17_2,2,1
A. digitifera,1,ADIG17,8,0,8,ADIG17_3,3,1
A. digitifera,1,ADIG17,8,0,8,ADIG17_4,4,1
A. digitifera,1,ADIG17,8,0,8,ADIG17_5,5,1
A. digitifera,1,ADIG17,8,0,8,ADIG17_6,6,1
A. digitifera,1,ADIG17,8,0,8,ADIG17_7,7,1
A. digitifera,1,ADIG17,8,0,8,ADIG17_8,8,1
A. digitifera,1,ADIG18,8,0,8,ADIG18_1,1,1
A. digitifera,1,ADIG18,8,0,8,ADIG18_2,2,1
A. digitifera,1,ADIG18,8,0,8,ADIG18_3,3,1
A. digitifera,1,ADIG18,8,0,8,ADIG18_4,4,1
A. digitifera,1,ADIG18,8,0,8,ADIG18_5,5,1
A. digitifera,1,ADIG18,8,0,8,ADIG18_6,6,1
A. digitifera,1,ADIG18,8,0,8,ADIG18_7,7,1
A. digitifera,1,ADIG18,8,0,8,ADIG18_8,8,1
A. digitifera,1,ADIG19,8,0,8,ADIG19_1,1,1
A. digitifera,1,ADIG19,8,0,8,ADIG19_2,2,1
A. digitifera,1,ADIG19,8,0,8,ADIG19_3,3,1
A. digitifera,1,ADIG19,8,0,8,ADIG19_4,4,1
A. digitifera,1,ADIG19,8,0,8,ADIG19_5,5,1
A. digitifera,1,ADIG19,8,0,8,ADIG19_6,6,1
A. digitifera,1,ADIG19,8,0,8,ADIG19_7,7,1
A. digitifera,1,ADIG19,8,0,8,ADIG19_8,8,1
A. digitifera,1,ADIG20,8,0,8,ADIG20_1,1,1
A. digitifera,1,ADIG20,8,0,8,ADIG20_2,2,1
A. digitifera,1,ADIG20,8,0,8,ADIG20_3,3,1
A. digitifera,1,ADIG20,8,0,8,ADIG20_4,4,1
A. digitifera,1,ADIG20,8,0,8,ADIG20_5,5,1
A. digitifera,1,ADIG20,8,0,8,ADIG20_6,6,1
A. digitifera,1,ADIG20,8,0,8,ADIG20_7,7,1
A. digitifera,1,ADIG20,8,0,8,ADIG20_8,8,1
A. digitifera,1,ADIG21,8,0,8,ADIG21_1,1,1
A. digitifera,1,ADIG21,8,0,8,ADIG21_2,2,1
A. digitifera,1,ADIG21,8,0,8,ADIG21_3,3,1
A. digitifera,1,ADIG21,8,0,8,ADIG21_4,4,1
A. digitifera,1,ADIG21,8,0,8,ADIG21_5,5,1
A. digitifera,1,ADIG21,8,0,8,ADIG21_6,6,1
A. digitifera,1,ADIG21,8,0,8,ADIG21_7,7,1
A. digitifera,1,ADIG21,8,0,8,ADIG21_8,8,1
A. digitifera,1,ADIG22,8,0,8,ADIG22_1,1,1
A. digitifera,1,ADIG22,8,0,8,ADIG22_2,2,1
A. digitifera,1,ADIG22,8,0,8,ADIG22_3,3,1
A. digitifera,1,ADIG22,8,0,8,ADIG22_4,4,1
A. digitifera,1,ADIG22,8,0,8,ADIG22_5,5,1
A. digitifera,1,ADIG22,8,0,8,ADIG22_6,6,1
A. digitifera,1,ADIG22,8,0,8,ADIG22_7,7,1
A. digitifera,1,ADIG22,8,0,8,ADIG22_8,8,1
A. digitifera,1,ADIG23,8,0,8,ADIG23_1,1,1
A. digitifera,1,ADIG23,8,0,8,ADIG23_2,2,1
A. digitifera,1,ADIG23,8,0,8,ADIG23_3,3,1
A. digitifera,1,ADIG23,8,0,8,ADIG23_4,4,1
A. digitifera,1,ADIG23,8,0,8,ADIG23_5,5,1
A. digitifera,1,ADIG23,8,0,8,ADIG23_6,6,1
A. digitifera,1,ADIG23,8,0,8,ADIG23_7,7,1
A. digitifera,1,ADIG23,8,0,8,ADIG23_8,8,1
A. digitifera,1,ADIG24,8,0,8,ADIG24_1,1,1
A. digitifera,1,ADIG24,8,0,8,ADIG24_2,2,1
A. digitifera,1,ADIG24,8,0,8,ADIG24_3,3,1
A. digitifera,1,ADIG24,8,0,8,ADIG24_4,4,1
A. digitifera,1,ADIG24,8,0,8,ADIG24_5,5,1
A. digitifera,1,ADIG24,8,0,8,ADIG24_6,6,1
A. digitifera,1,ADIG24,8,0,8,ADIG24_7,7,1
A. digitifera,1,ADIG24,8,0,8,ADIG24_8,8,1
A. digitifera,1,ADIG25,8,0,8,ADIG25_1,1,1
A. digitifera,1,ADIG25,8,0,8,ADIG25_2,2,1
A. digitifera,1,ADIG25,8,0,8,ADIG25_3,3,1
A. digitifera,1,ADIG25,8,0,8,ADIG25_4,4,1
A. digitifera,1,ADIG25,8,0,8,ADIG25_5,5,1
A. digitifera,1,ADIG25,8,0,8,ADIG25_6,6,1
A. digitifera,1,ADIG25,8,0,8,ADIG25_7,7,1
A. digitifera,1,ADIG25,8,0,8,ADIG25_8,8,1
A. digitifera,1,ADIG26,8,0,8,ADIG26_1,1,1
A. digitifera,1,ADIG26,8,0,8,ADIG26_2,2,1
A. digitifera,1,ADIG26,8,0,8,ADIG26_3,3,1
A. digitifera,1,ADIG26,8,0,8,ADIG26_4,4,1
A. digitifera,1,ADIG26,8,0,8,ADIG26_5,5,1
A. digitifera,1,ADIG26,8,0,8,ADIG26_6,6,1
A. digitifera,1,ADIG26,8,0,8,ADIG26_7,7,1
A. digitifera,1,ADIG26,8,0,8,ADIG26_8,8,1
A. digitifera,1,ADIG27,8,0,8,ADIG27_1,1,1
A. digitifera,1,ADIG27,8,0,8,ADIG27_2,2,1
A. digitifera,1,ADIG27,8,0,8,ADIG27_3,3,1
A. digitifera,1,ADIG27,8,0,8,ADIG27_4,4,1
A. digitifera,1,ADIG27,8,0,8,ADIG27_5,5,1
A. digitifera,1,ADIG27,8,0,8,ADIG27_6,6,1
A. digitifera,1,ADIG27,8,0,8,ADIG27_7,7,1
A. digitifera,1,ADIG27,8,0,8,ADIG27_8,8,1
A. digitifera,1,ADIG28,8,0,8,ADIG28_1,1,1
A. digitifera,1,ADIG28,8,0,8,ADIG28_2,2,1
A. digitifera,1,ADIG28,8,0,8,ADIG28_3,3,1
A. digitifera,1,ADIG28,8,0,8,ADIG28_4,4,1
A. digitifera,1,ADIG28,8,0,8,ADIG28_5,5,1
A. digitifera,1,ADIG28,8,0,8,ADIG28_6,6,1
A. digitifera,1,ADIG28,8,0,8,ADIG28_7,7,1
A. digitifera,1,ADIG28,8,0,8,ADIG28_8,8,1
A. digitifera,1,ADIG29,8,0,8,ADIG29_1,1,1
A. digitifera,1,ADIG29,8,0,8,ADIG29_2,2,1
A. digitifera,1,ADIG29,8,0,8,ADIG29_3,3,1
A. digitifera,1,ADIG29,8,0,8,ADIG29_4,4,1
A. digitifera,1,ADIG29,8,0,8,ADIG29_5,5,1
A. digitifera,1,ADIG29,8,0,8,ADIG29_6,6,1
A. digitifera,1,ADIG29,8,0,8,ADIG29_7,7,1
A. digitifera,1,ADIG29,8,0,8,ADIG29_8,8,1
A. digitifera,1,ADIG30,8,0,8,ADIG30_1,1,1
A. digitifera,1,ADIG30,8,0,8,ADIG30_2,2,1
A. digitifera,1,ADIG30,8,0,8,ADIG30_3,3,1
A. digitifera,1,ADIG30,8,0,8,ADIG30_4,4,1
A. digitifera,1,ADIG30,8,0,8,ADIG30_5,5,1
A. digitifera,1,ADIG30,8,0,8,ADIG30_6,6,1
A. digitifera,1,ADIG30,8,0,8,ADIG30_7,7,1
A. digitifera,1,ADIG30,8,0,8,ADIG30_8,8,1
A. digitifera,1,ADIG31,8,0,8,ADIG31_1,1,1
A. digitifera,1,ADIG31,8,0,8,ADIG31_2,2,1
A. digitifera,1,ADIG31,8,0,8,ADIG31_3,3,1
A. digitifera,1,ADIG31,8,0,8,ADIG31_4,4,1
A. digitifera,1,ADIG31,8,0,8,ADIG31_5,5,1
A. digitifera,1,ADIG31,8,0,8,ADIG31_6,6,1
A. digitifera,1,ADIG31,8,0,8,ADIG31_7,7,1
A. digitifera,1,ADIG31,8,0,8,ADIG31_8,8,1
A. digitifera,1,ADIG32,8,0,8,ADIG32_1,1,1
A. digitifera,1,ADIG32,8,0,8,ADIG32_2,2,1
A. digitifera,1,ADIG32,8,0,8,ADIG32_3,3,1
A. digitifera,1,ADIG32,8,0,8,ADIG32_4,4,1
A. digitifera,1,ADIG32,8,0,8,ADIG32_5,5,1
A. digitifera,1,ADIG32,8,0,8,ADIG32_6,6,1
A. digitifera,1,ADIG32,8,0,8,ADIG32_7,7,1
A. digitifera,1,ADIG32,8,0,8,ADIG32_8,8,1
A. digitifera,1,ADIG33,8,0,8,ADIG33_1,1,1
A. digitifera,1,ADIG33,8,0,8,ADIG33_2,2,1
A. digitifera,1,ADIG33,8,0,8,ADIG33_3,3,1
A. digitifera,1,ADIG33,8,0,8,ADIG33_4,4,1
A. digitifera,1,ADIG33,8,0,8,ADIG33_5,5,1
A. digitifera,1,ADIG33,8,0,8,ADIG33_6,6,1
A. digitifera,1,ADIG33,8,0,8,ADIG33_7,7,1
A. digitifera,1,ADIG33,8,0,8,ADIG33_8,8,1
A. digitifera,1,ADIG34,8,0,8,ADIG34_1,1,1
A. digitifera,1,ADIG34,8,0,8,ADIG34_2,2,1
A. digitifera,1,ADIG34,8,0,8,ADIG34_3,3,1
A. digitifera,1,ADIG34,8,0,8,ADIG34_4,4,1
A. digitifera,1,ADIG34,8,0,8,ADIG34_5,5,1
A. digitifera,1,ADIG34,8,0,8,ADIG34_6,6,1
A. digitifera,1,ADIG34,8,0,8,ADIG34_7,7,1
A. digitifera,1,ADIG34,8,0,8,ADIG34_8,8,1
A. digitifera,1,ADIG35,8,0,8,ADIG35_1,1,1
A. digitifera,1,ADIG35,8,0,8,ADIG35_2,2,1
A. digitifera,1,ADIG35,8,0,8,ADIG35_3,3,1
A. digitifera,1,ADIG35,8,0,8,ADIG35_4,4,1
A. digitifera,1,ADIG35,8,0,8,ADIG35_5,5,1
A. digitifera,1,ADIG35,8,0,8,ADIG35_6,6,1
A. digitifera,1,ADIG35,8,0,8,ADIG35_7,7,1
A. digitifera,1,ADIG35,8,0,8,ADIG35_8,8,1
A. digitifera,1,ADIG36,8,0,8,ADIG36_1,1,1
A. digitifera,1,ADIG36,8,0,8,ADIG36_2,2,1
A. digitifera,1,ADIG36,8,0,8,ADIG36_3,3,1
A. digitifera,1,ADIG36,8,0,8,ADIG36_4,4,1
A. digitifera,1,ADIG36,8,0,8,ADIG36_5,5,1
A. digitifera,1,ADIG36,8,0,8,ADIG36_6,6,1
A. digitifera,1,ADIG36,8,0,8,ADIG36_7,7,1
A. digitifera,1,ADIG36,8,0,8,ADIG36_8,8,1
A. digitifera,1,ADIG37,8,0,8,ADIG37_1,1,1
A. digitifera,1,ADIG37,8,0,8,ADIG37_2,2,1
A. digitifera,1,ADIG37,8,0,8,ADIG37_3,3,1
A. digitifera,1,ADIG37,8,0,8,ADIG37_4,4,1
A. digitifera,1,ADIG37,8,0,8,ADIG37_5,5,1
A. digitifera,1,ADIG37,8,0,8,ADIG37_6,6,1
A. digitifera,1,ADIG37,8,0,8,ADIG37_7,7,1
A. digitifera,1,ADIG37,8,0,8,ADIG37_8,8,1
A. digitifera,1,ADIG38,8,0,8,ADIG38_1,1,1
A. digitifera,1,ADIG38,8,0,8,ADIG38_2,2,1
A. digitifera,1,ADIG38,8,0,8,ADIG38_3,3,1
A. digitifera,1,ADIG38,8,0,8,ADIG38_4,4,1
A. digitifera,1,ADIG38,8,0,8,ADIG38_5,5,1
A. digitifera,1,ADIG38,8,0,8,ADIG38_6,6,1
A. digitifera,1,ADIG38,8,0,8,ADIG38_7,7,1
A. digitifera,1,ADIG38,8,0,8,ADIG38_8,8,1
A. digitifera,1,ADIG39,8,0,8,ADIG39_1,1,1
A. digitifera,1,ADIG39,8,0,8,ADIG39_2,2,1
A. digitifera,1,ADIG39,8,0,8,ADIG39_3,3,1
A. digitifera,1,ADIG39,8,0,8,ADIG39_4,4,1
A. digitifera,1,ADIG39,8,0,8,ADIG39_5,5,1
A. digitifera,1,ADIG39,8,0,8,ADIG39_6,6,1
A. digitifera,1,ADIG39,8,0,8,ADIG39_7,7,1
A. digitifera,1,ADIG39,8,0,8,ADIG39_8,8,1
A. digitifera,1,ADIG40,8,0,8,ADIG40_1,1,1
A. digitifera,1,ADIG40,8,0,8,ADIG40_2,2,1
A. digitifera,1,ADIG40,8,0,8,ADIG40_3,3,1
A. digitifera,1,ADIG40,8,0,8,ADIG40_4,4,1
A. digitifera,1,ADIG40,8,0,8,ADIG40_5,5,1
A. digitifera,1,ADIG40,8,0,8,ADIG40_6,6,1
A. digitifera,1,ADIG40,8,0,8,ADIG40_7,7,1
A. digitifera,1,ADIG40,8,0,8,ADIG40_8,8,1
A. digitifera,2,ADIG01,8,0,8,ADIG01_1,1,1
A. digitifera,2,ADIG01,8,0,8,ADIG01_2,2,1
A. digitifera,2,ADIG01,8,0,8,ADIG01_3,3,1
A. digitifera,2,ADIG01,8,0,8,ADIG01_4,4,1
A. digitifera,2,ADIG01,8,0,8,ADIG01_5,5,1
